Username,Rating,Date,Review,Reply,Reply Date,Usefulness,Reply_Time_Days,Sentiment_Score,Sentiment,Tokens,UI_Issue,Performance_Issue,Feature_Request,Support_Complaint,Pricing_Complaint,delivery_issues,Payment_Problems,Food_Quality,Promotions_Issues
Ashwini Manikandan,1,2025-03-23,rating 15 worst experience ever ordered idli at 930 pm yesterday when i had high fever despite being just 45 km away order wasnt delivered even after 1 hour app showed delivered status but i never received my food no refund processed yet very horrible experience if no refund is provided i will take suitable actions through consumer rights,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2025-03-23,0,0,-0.9237,Negative,"['rating', 'worst', 'experience', 'ever', 'ordered', 'idli', 'pm', 'yesterday', 'high', 'fever', 'despite', 'km', 'away', 'order', 'wasnt', 'delivered', 'even', 'hour', 'app', 'showed', 'delivered', 'status', 'never', 'received', 'food', 'refund', 'processed', 'yet', 'horrible', 'experience', 'refund', 'provided', 'take', 'suitable', 'actions', 'consumer', 'rights']",,,,never,high,"order, delivered, delivered, never","app, refund, processed, refund","order, food",received
Revati Shukla,1,2025-03-23,delayed delivery wrong time details of the delivery on swiggy app could not not contact the delivery person as well as the restaurant,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2025-03-23,0,0,-0.4404,Negative,"['delayed', 'delivery', 'wrong', 'time', 'details', 'delivery', 'swiggy', 'app', 'could', 'contact', 'delivery', 'person', 'well', 'restaurant']",time,time,could,"delayed, time",,"delayed, delivery, wrong, time, delivery, delivery",app,wrong,"delivery, delivery, delivery"
Prasanna (22075A6610),4,2025-03-23,good,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Romesh Aheibam,5,2025-03-23,noice,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.0,Neutral,['noice'],,,,,,,,,
Pravin Salian,1,2025-03-23,updating it to 7 from 2  they continue their inferior service lets see how far it goes on the number line,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2025-03-23,0,0,-0.34,Negative,"['updating', 'continue', 'inferior', 'service', 'lets', 'see', 'far', 'goes', 'number', 'line']",,,see,,,,,,
Arvind Joshi,5,2025-03-23,good deals,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.4404,Positive,"['good', 'deals']",,,,,,,,good,
Manoj Kumbhare,5,2025-03-23,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Milind Chouhan,1,2025-03-23,closing chat without giving the resolution seems like a good way to make money,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2025-03-23,0,0,0.521,Positive,"['closing', 'chat', 'without', 'giving', 'resolution', 'seems', 'like', 'good', 'way', 'make', 'money']",,,"like, way",,,,money,good,
Rohit Bhai,5,2025-03-23,ok,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.296,Positive,['ok'],,,,,,,,,
Sanket Kulshrestha,5,2025-03-23,great offers most of the times,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-03-23,0,0,0.6249,Positive,"['great', 'offers', 'times']",,,great,,,,,,
Kumar Sonu,3,2025-03-23,nice,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4215,Positive,['nice'],,,,,,,,,
PMS TEAM,5,2025-03-23,awesome app for good delivered,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-03-23,0,0,0.7906,Positive,"['awesome', 'app', 'good', 'delivered']",,,,,,delivered,app,good,
Chetan lakhane lc,1,2025-03-23,bad service,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2025-03-23,0,0,-0.5423,Negative,"['bad', 'service']",bad,,,,,,,bad,
akshay sharma,5,2025-03-23,good service,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-03-23,0,0,0.4404,Positive,"['good', 'service']",,,,,,,,good,
asiya asia,5,2025-03-23,i love instamart ,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-23,0,0,0.6369,Positive,"['love', 'instamart']",,,love,,,,,,
MOHIT PRASHAR,1,2025-03-23,worst service provided by the swiggy and even customer care is not able to solve the minimum problem of cutlery with the order what is the mean to provide the add cutlery option if you and your delivery partner is not able to fullfill the requirements of a customer play store please provide negative rating for such services,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,2025-03-23,0,0,-0.636,Negative,"['worst', 'service', 'provided', 'swiggy', 'even', 'customer', 'care', 'able', 'solve', 'minimum', 'problem', 'cutlery', 'order', 'mean', 'provide', 'add', 'cutlery', 'option', 'delivery', 'partner', 'able', 'fullfill', 'requirements', 'customer', 'play', 'store', 'please', 'provide', 'negative', 'rating', 'services']",problem,,"add, please",solve,,"order, delivery",,order,delivery
Athul JIJO,5,2025-03-23,good to use at any time,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.4404,Positive,"['good', 'use', 'time']",time,time,use,time,,time,,good,use
Ranu Rajak,3,2025-03-23,they have a very bad gps system everytime they make multiple calls for location sometime i have to go out to their location for delivery very bad,"Hi, sorry to know this. We would like to know more about your concern. Please write to swiggysocial@swiggy.in regarding the same and we'll work on fixing the issue ASAP.",2025-03-23,0,0,-0.8218,Negative,"['bad', 'gps', 'system', 'everytime', 'make', 'multiple', 'calls', 'location', 'sometime', 'go', 'location', 'delivery', 'bad']","bad, bad",,,,,delivery,,"bad, bad",delivery
Mustak Khan,5,2025-03-23,good ,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Sambasiva Rao,4,2025-03-23,good service,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2025-03-23,0,0,0.4404,Positive,"['good', 'service']",,,,,,,,good,
UMER SHAIKH,5,2025-03-23,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Muskan Kumari,1,2025-03-23,cancellation fee nhi len chiye,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2025-03-23,0,0,0.0,Neutral,"['cancellation', 'fee', 'nhi', 'len', 'chiye']",,,,,,,,,
Bethala Sowjanya,5,2025-03-23,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
saravanan muthusamy,5,2025-03-23,v good,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-03-23,0,0,0.4404,Positive,"['v', 'good']",,,,,,,,good,
NITHYAPERIYANAYAKI R,1,2025-03-23,worst app,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2025-03-23,0,0,-0.6249,Negative,"['worst', 'app']",,,,,,,app,,
35. Mihir dafada,2,2025-03-23,fast,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2025-03-23,0,0,0.0,Neutral,['fast'],,,,,,,,,
Jyoti Insan,5,2025-03-23,fast delivery swigy boy,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-03-23,0,0,0.0,Neutral,"['fast', 'delivery', 'swigy', 'boy']",,,,,,delivery,,,delivery
Syed Shabir,2,2025-03-23,always instamart is unserviceable,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-03-23,0,0,0.0,Neutral,"['always', 'instamart', 'unserviceable']",,,,,,,,,
Krishnakanth Sanagavarapu,1,2025-03-23,clubs multiple orders into one delivery boy by the time i got my food it was always cold no response from customer support even though i raised a concern never met the time that shows at the time of booking swiggy app cheats customers by stopping the timer,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",2025-03-23,2,0,-0.4404,Negative,"['clubs', 'multiple', 'orders', 'one', 'delivery', 'boy', 'time', 'got', 'food', 'always', 'cold', 'response', 'customer', 'support', 'even', 'though', 'raised', 'concern', 'never', 'met', 'time', 'shows', 'time', 'booking', 'swiggy', 'app', 'cheats', 'customers', 'stopping', 'timer']","time, time, time","time, time, time",,"time, response, never, time, time",,"delivery, time, got, never, time, time",app,"food, cold",delivery
pappu sahu,4,2025-03-23,nice ,"Hello, thank you so much for the positive review! We'll endeavor to keep it up. Please let us know how we can provide service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-03-23,0,0,0.4215,Positive,['nice'],,,,,,,,,
Nainesh Naik,1,2025-03-23,before ordering food they show rs 270 after confirming order they show rs 280 then show a discount of rs 180 after confirming the order where the actual value is supposed to be 530dont know on what basis they show 610 but they ask to pay 430 as i am redeeming a discount offer which is rs 100 its really difficult to understand what they are doing exactly,"Hey there, we apologize for keeping you waiting for food that long. We would like to make it up to you. Kindly share the relevant order ID and we will get connected with you asap.",2025-03-23,0,0,-0.5558,Negative,"['ordering', 'food', 'show', 'rs', 'confirming', 'order', 'show', 'rs', 'show', 'discount', 'rs', 'confirming', 'order', 'actual', 'value', 'supposed', 'know', 'basis', 'show', 'ask', 'pay', 'redeeming', 'discount', 'offer', 'rs', 'really', 'difficult', 'understand', 'exactly']",difficult,,,,value,"show, order, show, show, order, show",pay,"food, order, order","discount, discount, offer"
Rakesh Kumar,5,2025-03-23,good,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Shourya Tyagi,1,2025-03-23,i received the food with human hair and swiggy said i have to complain to fssai and swiggy is not responsible for food wow awesome swiggy,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2025-03-23,0,0,0.6639,Positive,"['received', 'food', 'human', 'hair', 'swiggy', 'said', 'complain', 'fssai', 'swiggy', 'responsible', 'food', 'wow', 'awesome', 'swiggy']",,,,,,,,"food, hair, food",received
hemant maheshwari,1,2025-03-23,due to no other option in the market that is why we use it unless its the worst management and worst system to handle all ,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2025-03-23,0,0,-0.886,Negative,"['due', 'option', 'market', 'use', 'unless', 'worst', 'management', 'worst', 'system', 'handle']",,,use,,,,,,use
Shalini misra,5,2025-03-23,fast and less expensive than zomato,"Hey there, appreciate you for rating us 5-star and giving us your honest feedback. Do elaborate your concern along with the necessary details by writing an email at swiggysocial@swiggy.in from your registered email ID, we'll look into it.",2025-03-23,0,0,0.0,Neutral,"['fast', 'less', 'expensive', 'zomato']",,,,,expensive,,,,
MUTHUKUMAR KAVINA,5,2025-03-23,superb,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.6249,Positive,['superb'],,,,,,,,,
Puneet Bhalothia,1,2025-03-23,no reply from your side,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2025-03-23,0,0,-0.296,Negative,"['reply', 'side']",,,,reply,,,,,
Abhinav M,5,2025-03-23,nice experience,We are happy to hear such positive feedback. 🙂,2025-03-23,0,0,0.4215,Positive,"['nice', 'experience']",,,,,,,,,
True million,5,2025-03-23,good one,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-03-23,0,0,0.4404,Positive,"['good', 'one']",,,,,,,,good,
Shruti Arora,1,2025-03-23,please stop frauds all time delivery partner drunk wrong order pay extra,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2025-03-23,0,0,-0.8442,Negative,"['please', 'stop', 'frauds', 'time', 'delivery', 'partner', 'drunk', 'wrong', 'order', 'pay', 'extra']",time,time,please,time,,"time, delivery, wrong, order",pay,"wrong, order",delivery
Ujjawal Srivastava,1,2025-03-23,the app used to be amazing but these days the order is always late not just once or twice its every time the order is late not even assigning a delivery partner unless raised a request zomato is better,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2025-03-23,1,0,0.7391,Positive,"['app', 'used', 'amazing', 'days', 'order', 'always', 'late', 'twice', 'every', 'time', 'order', 'late', 'even', 'assigning', 'delivery', 'partner', 'unless', 'raised', 'request', 'zomato', 'better']",time,time,,"days, late, time, late",,"order, late, time, order, late, delivery","app, twice","order, order",delivery
tushar gedam,5,2025-03-23,many more discount coupon are available,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.0,Neutral,"['many', 'discount', 'coupon', 'available']",,,,,,,,,"discount, coupon"
Santosh Ingale,5,2025-03-23,this app is very very nice ,Yay! We are super happy to know that you are enjoying our services. Thanks for taking the time out and sharing the review with a perfect star rating. Keep Ordering. 🙂,2025-03-23,0,0,0.5222,Positive,"['app', 'nice']",,,,,,,app,,
Ramakrishna Gupta,1,2025-03-23,too many popups in case of payment retry it place the order regardless you pay the money and do not allow to apply coupon,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2025-03-23,0,0,-0.2654,Negative,"['many', 'popups', 'case', 'payment', 'retry', 'place', 'order', 'regardless', 'pay', 'money', 'allow', 'apply', 'coupon']",,,,,,order,"payment, pay, money",order,"apply, coupon"
Geetha Vinjapuram,5,2025-03-23,good,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Balkrishna Kinariwala,1,2025-03-23,i ordered my food and waited for one hour they forgot to deliver my order and repaid me after two hours of negotiations i ordered from swiggy for a change but it was a mistake pls stick to zomato  zomato is best ,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2025-03-23,0,0,0.631,Positive,"['ordered', 'food', 'waited', 'one', 'hour', 'forgot', 'deliver', 'order', 'repaid', 'two', 'hours', 'negotiations', 'ordered', 'swiggy', 'change', 'mistake', 'pls', 'stick', 'zomato', 'zomato', 'best']",,,,,,order,,"food, order",
ANSHUMAN GANGAL,1,2025-03-23,pathetic app pathetic service,"Hi there, we're sorry for the unpleasant experience. Please share your concerns via email at swiggysocial@swiggy.in & we'll surely work towards improving the services.",2025-03-23,0,0,-0.8126,Negative,"['pathetic', 'app', 'pathetic', 'service']",,,,,,,app,,
Abhishek Pradhan,5,2025-03-23,nice,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.4215,Positive,['nice'],,,,,,,,,
Maheswari Baddula,1,2025-03-23,hello swiggy i ordered prawns family pack biryani but you gave single pack biryani,"Hi there, we request you to kindly have your order ID shared with us by writing to us at Swiggysocial@swiggy.in so that we can get to the bottom of this to check what transpired. It will help us get back to you with an apt resolution.",2025-03-23,0,0,0.0,Neutral,"['hello', 'swiggy', 'ordered', 'prawns', 'family', 'pack', 'biryani', 'gave', 'single', 'pack', 'biryani']",,,,,,,,,
Raj Raje,4,2025-03-23,nice,"Hi there, thank you for the review and the stars. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email from your registered address at swiggysocial@swiggy.in. Looking forward to hearing from you. Keep Swiggying till then. 😊",2025-03-23,0,0,0.4215,Positive,['nice'],,,,,,,,,
Sanchit Gupta,5,2025-03-23,good,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Narsing Mhetre,5,2025-03-23,good but to much rush,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-03-23,0,0,0.2382,Positive,"['good', 'much', 'rush']",,,,,much,,,good,
B Ramakrishnan,5,2025-03-23,super,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-03-23,0,0,0.5994,Positive,['super'],,,,,,,,,
Sunil Mishra,1,2025-03-23,very bad service only fraud,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2025-03-23,0,0,-0.8221,Negative,"['bad', 'service', 'fraud']",bad,,,,,,,bad,
Rajul Pandey,5,2025-03-23,fabulous,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.5267,Positive,['fabulous'],,,,,,,,,
Hitesh Patel,5,2025-03-23,very good and nice,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",2025-03-23,0,0,0.7397,Positive,"['good', 'nice']",,,,,,,,good,
Raghunand Ashok,2,2025-03-23,learn from zomato,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-03-23,0,0,0.0,Neutral,"['learn', 'zomato']",,,,,,,,,
A5 FIT,1,2025-03-23,worst log in,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2025-03-23,0,0,-0.6249,Negative,"['worst', 'log']",,,,,,,,,
Kachuwa Evil,1,2025-03-23,the worst app and worst coustomer support ive placed and order in in that i received 2 damaged items a perfume and a facewash and i asked costumer support for replacement but they said we cant replace and cant even give refund but i sent the love proff to them of damaged items but still i cannot receive any replacement or refund if you want to order something order on your own risk here  or go but from different app,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2025-03-23,0,0,-0.3818,Negative,"['worst', 'app', 'worst', 'coustomer', 'support', 'ive', 'placed', 'order', 'received', 'damaged', 'items', 'perfume', 'facewash', 'asked', 'costumer', 'support', 'replacement', 'said', 'cant', 'replace', 'cant', 'even', 'give', 'refund', 'sent', 'love', 'proff', 'damaged', 'items', 'still', 'receive', 'replacement', 'refund', 'want', 'order', 'something', 'order', 'risk', 'go', 'different', 'app']",,,"love, want",,,"order, still, order, order","app, refund, refund, app","order, damaged, items, damaged, items, order, order",received
Arjun Binu,5,2025-03-23,best app to order food,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-03-23,0,0,0.6369,Positive,"['best', 'app', 'order', 'food']",,,,,,order,app,"order, food",
Namrata Khare,5,2025-03-23,wow,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-03-23,0,0,0.5859,Positive,['wow'],,,,,,,,,
Varsha Ravi,1,2025-03-23,super delay and no chance to chat with the executive this is the last order im gonna get from swiggy disappointed,"Hey there, we would like to understand more about this issue. Please share the order ID via email to swiggysocial@swiggy.in for a quick check and we will get back to you at the earliest.",2025-03-23,0,0,-0.1779,Negative,"['super', 'delay', 'chance', 'chat', 'executive', 'last', 'order', 'im', 'gon', 'na', 'get', 'swiggy', 'disappointed']",delay,delay,"im, get",delay,,"delay, order","delay, get",order,get
RAJESH BABU,4,2025-03-23,good service,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4404,Positive,"['good', 'service']",,,,,,,,good,
Quadeem ali,5,2025-03-23,osam,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.0,Neutral,['osam'],,,,,,,,,
Deenadayalan Babu,1,2025-03-23,worst ever today i am uninstalling the app i dont mind paying extra to other apps never gonna choose swiggy again,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,2025-03-23,0,0,-0.6249,Negative,"['worst', 'ever', 'today', 'uninstalling', 'app', 'dont', 'mind', 'paying', 'extra', 'apps', 'never', 'gon', 'na', 'choose', 'swiggy']",,,,never,,never,app,,
Priya Raut,5,2025-03-23,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Biswajit Das,3,2025-03-23,satisfied,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4215,Positive,['satisfied'],,,,,,,,,
namonarayan meena,1,2025-03-23,swiggy must check my previous order before commenting anything on this post i have been a regular user of swiggy for long but since i moved to chennai i am facing hostile delivery partners they are demanding exact amount if i order cod which i do more often for god sake you are doing such big business ask your delivery partners to keep little cash in their pockets recently i have ordered some food he insisted for exact cash he didnt even bother to check purse,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2025-03-23,0,0,-0.0388,Neutral,"['swiggy', 'must', 'check', 'previous', 'order', 'commenting', 'anything', 'post', 'regular', 'user', 'swiggy', 'long', 'since', 'moved', 'chennai', 'facing', 'hostile', 'delivery', 'partners', 'demanding', 'exact', 'amount', 'order', 'cod', 'often', 'god', 'sake', 'big', 'business', 'ask', 'delivery', 'partners', 'keep', 'little', 'cash', 'pockets', 'recently', 'ordered', 'food', 'insisted', 'exact', 'cash', 'didnt', 'even', 'bother', 'check', 'purse']",,,,"long, hostile",,"order, long, delivery, order, delivery",amount,"order, order, food","delivery, delivery"
Tabassum Saifi,5,2025-03-23,very valuable offer giving by swiggy,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.7233,Positive,"['valuable', 'offer', 'giving', 'swiggy']",,,,,,,,,offer
Saddam Mekrani,5,2025-03-23,good,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Shubham Patil,1,2025-03-23,swiggy black is a scam almost everytime express delivery is unavailable due to high demand whole purpose of opting for swiggy black is compromised if the basic service is unavailable,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,2025-03-23,0,0,-0.6369,Negative,"['swiggy', 'black', 'scam', 'almost', 'everytime', 'express', 'delivery', 'unavailable', 'due', 'high', 'demand', 'whole', 'purpose', 'opting', 'swiggy', 'black', 'compromised', 'basic', 'service', 'unavailable']",,,,,high,delivery,,,delivery
s u n ny,1,2025-03-23,fraud apppayment deducted order not complete,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2025-03-23,0,0,-0.5859,Negative,"['fraud', 'apppayment', 'deducted', 'order', 'complete']",,,,,,order,deducted,order,
Afreen Shahid,5,2025-03-23,good work,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",2025-03-23,0,0,0.4404,Positive,"['good', 'work']",,,,,,,,good,work
Rajesh reddy Matluru,5,2025-03-23,suuper,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.0,Neutral,['suuper'],,,,,,,,,
Anuj Kumar,5,2025-03-23,lovely,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-03-23,0,0,0.5859,Positive,['lovely'],,,,,,,,,
Akash Dabghoar,1,2025-03-23,ok,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2025-03-23,0,0,0.296,Positive,['ok'],,,,,,,,,
Ranjith Ramesh,3,2025-03-23,high cost,"Hi, we are disappointed to hear about the trouble we put you through. We would like to look into this and make amends for the hassle. Please do share your registered details by dropping an email at swiggysocial@swiggy.in, we will ensure the quickest resolution.",2025-03-23,0,0,0.0,Neutral,"['high', 'cost']",,,,,"high, cost",,,,
Rahul Ghosh,1,2025-03-23,terrible customer service i am repeatedly reporting that my food delivery person is not moving for more than 1 hour still no help from customer service,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",2025-03-23,0,0,-0.3818,Negative,"['terrible', 'customer', 'service', 'repeatedly', 'reporting', 'food', 'delivery', 'person', 'moving', 'hour', 'still', 'help', 'customer', 'service']",,,,help,,"delivery, still",,food,delivery
Satish Cherukuri,5,2025-03-23,great,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.6249,Positive,['great'],,,great,,,,,,
Mohammed Arbaz,3,2025-03-23,to good,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Ghazi Ali,5,2025-03-23,very fast delivery good service,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-03-23,0,0,0.4877,Positive,"['fast', 'delivery', 'good', 'service']",,,,,,delivery,,good,delivery
Vikas Bharti,3,2025-03-23,jab tak orders nhi milta tab tak kuch nhi bol sakta,"Hi, sorry to know this. We would like to know more about your concern. Please write to swiggysocial@swiggy.in regarding the same and we'll work on fixing the issue ASAP.",2025-03-23,0,0,0.0,Neutral,"['jab', 'tak', 'orders', 'nhi', 'milta', 'tab', 'tak', 'kuch', 'nhi', 'bol', 'sakta']",,,,,,,,,
Jay Dave,5,2025-03-23,good,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Mallikarjuna Bangaru,1,2025-03-23,worst app in offers and what we get is lot of difference is there,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2025-03-23,0,0,-0.6249,Negative,"['worst', 'app', 'offers', 'get', 'lot', 'difference']",,,get,,,,"app, get",,get
Ridip Kalita,1,2025-03-23,always showing close for delivery after login,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2025-03-23,0,0,0.0,Neutral,"['always', 'showing', 'close', 'delivery', 'login']",,,,,,delivery,,,delivery
Renuk_P_Aradhya 06,4,2025-03-23,good,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
